STIG ID,NIST 800-53 Control ID,Severity,Step Number,Action/Command,Expected Output/Result,Expected Screen Output (what user sees),Notes,Pass/Fail
SV-258211r1045418_rule,AU.12.1(iv),MEDIUM,1,Run `auditctl -l | grep /usr/sbin/init`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: /usr/sbin/init,Configuration: path = /usr/sbin/init; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258212r1045421_rule,AU.12.1(iv),MEDIUM,1,Run `auditctl -l | grep poweroff`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: poweroff,Configuration: path = /usr/sbin/poweroff; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258213r1045424_rule,AU.12.1(iv),MEDIUM,1,Run `auditctl -l | grep reboot`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: reboot,Configuration: path = /usr/sbin/reboot; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258214r1045427_rule,AU.12.1(iv),MEDIUM,1,Run `cat /etc/audit/rules.d/* | grep shutdown`,"Must: that RHEL 9 is configured to audit the execution of the ""shutdown"" command with the following command:

$ sudo cat /etc/audit/rules. If it does not, this is a finding.",Command output should show lines matching pattern: shutdown,Configuration: path = /usr/sbin/shutdown; Configuration: perm = x,[ ] Pass / [ ] Fail
SV-258227r1014992_rule,AU.05.1(ii),MEDIUM,1,"Run `grep ""\-f"" /etc/audit/audit.rules`","Must: the audit service is configured to panic on a critical error with the following command:

$ sudo grep ""\-f"" /etc/audit/audit. If it does not, this is a finding.",Command output should show lines matching pattern: \-f,,[ ] Pass / [ ] Fail
SV-258228r991572_rule,AU.09.1,MEDIUM,1,Run `grep -i immutable /etc/audit/audit.rules`,"Must: the audit system prevents unauthorized changes to logon UIDs with the following command:

$ sudo grep -i immutable /etc/audit/audit. If it does not, this is a finding.",Command output should show lines matching pattern: -i,,[ ] Pass / [ ] Fail
SV-258229r958434_rule,AU.09.1,MEDIUM,1,"Run `grep ""^\s*[^#]"" /etc/audit/audit.rules | tail -1`","Must: the audit system prevents unauthorized changes with the following command:

$ sudo grep ""^\s*[^#]"" /etc/audit/audit. If it does not, this is a finding.",Command output should show lines matching pattern: ^\s*[^#],,[ ] Pass / [ ] Fail
SV-258230r1134936_rule,AC.17.1(2),HIGH,1,Manual verification: Configure the operating system to implement FIPS mode with the following command,"Must: that RHEL 9 is in FIPS mode with the following command:

$ sudo fips-mode-setup --check
FIPS mode is enabled. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258231r1069375_rule,IA.07.1,MEDIUM,1,Run `cat /etc/shadow` in a privileged terminal session.,"The following condition must NOT be true: any interactive user password hash does not begin with ""$6$"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258232r1045440_rule,AC.17.1(2),MEDIUM,1,Run `grep include /etc/ipsec.conf /etc/ipsec.d/*.conf`,"Command output displayed. Verify output matches the expected result. If it does not, this is a finding.",Command output should show lines matching pattern: include,File location: /etc/ipsec.conf,[ ] Pass / [ ] Fail
SV-258233r1015136_rule,IA.05.1(1)(v),MEDIUM,1,"Run `grep ""^password.*pam_unix.so.*sha512"" /etc/pam.d/password-auth`","Must: that the pam_unix. If it does not, this is a finding.",Command output should show lines matching pattern: ^password.*pam_unix.so.*sha512,,[ ] Pass / [ ] Fail
SV-258234r1051250_rule,SC.13,MEDIUM,1,Run `dnf list --installed crypto-policies`,"'the crypto-policies package' must be 'installed,'. If it is not, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-258236r1101920_rule,SC.13,HIGH,1,Run `ls -l /etc/crypto-policies/back-ends/`,"Must: that RHEL 9 cryptographic policies are not overridden. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,File location: /usr/share/crypto-policies/FIPS/gnutls.txt; File location: /usr/share/crypto-policies/FIPS/bind.txt,[ ] Pass / [ ] Fail
SV-258241r1106302_rule,SC.13,MEDIUM,1,Run `grep -E 'rsa_size|hash' /etc/crypto-policies/state/CURRENT.pol`,"'the systemwide crypto policy' must be 'set to'. If it is not, this is a finding.",Command output should show lines matching pattern: -E,Configuration: hash = SHA2-256; Configuration: min_rsa_size = 2048,[ ] Pass / [ ] Fail
SV-258242r958908_rule,SC.08,MEDIUM,1,Run `grep include /etc/named.conf`,"Must: that BIND uses the system crypto policy with the following command:

Note: If the ""bind"" package is not installed, this requirement is Not Applicable. If it does not, this is a finding.",Command output should show lines matching pattern: include,File location: /etc/crypto-policies/back-ends/bind.conf; File location: /etc/named.conf,[ ] Pass / [ ] Fail
SV-270174r1044831_rule,AC.08.1(ii),MEDIUM,1,Run `gsettings get org.gnome.login-screen banner-message-text`,"Must: RHEL 9 displays the Standard Mandatory DOD Notice and Consent Banner before granting access to the operating system via a graphical user logon. If it does not, this is a finding.",Review the command output and verify it matches the expected result described above.,Configuration: text = 'You,[ ] Pass / [ ] Fail
SV-270175r1117265_rule,AU.09.1,MEDIUM,1,"Run `stat -c ""%U %n"" /etc/audit/`","The following condition must NOT be true: the ""/etc/audit/"" directory does not have an owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-270176r1117265_rule,AU.09.1,MEDIUM,1,"Run `stat -c ""%G %n"" /etc/audit/`","The following condition must NOT be true: ""/etc/audit/"" does not have a group owner of ""root"". If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-270177r1051237_rule,AC.17.1(2),MEDIUM,1,Run `grep -i Ciphers /etc/crypto-policies/back-ends/openssh.config`,"Must: the SSH client is configured to use only ciphers employing FIPS 140-3 approved algorithms. If it does not, this is a finding.; Must: the ciphers in the systemwide SSH configuration file, use the following command:

$ grep -i Ciphers /etc/crypto-policies/back-ends/openssh. If it does not, this is a finding.",Command output should show lines matching pattern: -i,File location: /etc/crypto-policies/back-ends/openssh.conf,[ ] Pass / [ ] Fail
SV-270178r1051243_rule,AC.17.1(2),MEDIUM,1,Run `grep -i MACs /etc/crypto-policies/back-ends/openssh.config`,"Must: the SSH client is configured to use only MACs employing FIPS 140-3 approved algorithms. If it does not, this is a finding.; Must: the MACs in the systemwide SSH configuration file, use the following command:

$ grep -i MACs /etc/crypto-policies/back-ends/openssh. If it does not, this is a finding.

The configuration includes:
  MACs hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha2-512",Command output should show lines matching pattern: -i,File location: /etc/crypto-policies/back-ends/openssh.conf,[ ] Pass / [ ] Fail
SV-270180r1045182_rule,CM.07(2),MEDIUM,1,Run `grep permissive /etc/fapolicyd/fapolicyd.conf`,"'fapolicyd' must be 'running in enforcement mode with a deny-all, permit-by-exception policy,'. If it is not, this is a finding.",Command output should show lines matching pattern: permissive,File location: /etc/fapolicyd/fapolicyd.conf; Configuration: permissive = 0; Configuration: exe = /usr/bin/python3.7,[ ] Pass / [ ] Fail
SV-272488r1082178_rule,AC.02.1(1),MEDIUM,1,Run `dnf list --installed postfix`,"The following condition must NOT be true: the ""postfix"" package is not installed. If it is true, this is a finding.",Review the command output and verify it matches the expected result described above.,,[ ] Pass / [ ] Fail
SV-272496r1134956_rule,AC.06(10),MEDIUM,1,Run `grep -r sysadm_r /etc/sudoers /etc/sudoers.d`,"'conflicting results are returned, this is a finding.

If a designated sudoers administrator group or account(s)' must be 'configured to elevate the SELinux type and role to'. If it is not, this is a finding.",Command output should show lines matching pattern: -r,Configuration: ALL = (ALL); Configuration: TYPE = sysadm_t,[ ] Pass / [ ] Fail
